,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,churn
314,MA,Inferior à média,408,no,no,Inferior à média,1,3,3,3,2,1,2,1,no
316,MA,Inferior à média,408,no,no,Inferior à média,0,4,4,3,1,0,3,0,no
317,GA,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,2,3,2,1,1,1,1,no
318,RI,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,1,3,3,1,1,1,0,no
319,ID,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,2,2,3,3,2,0,1,no
320,SD,Igual ou superior à média,510,yes,yes,Igual ou superior à média,3,1,2,1,1,2,2,0,yes
321,MA,Inferior à média,510,no,no,Inferior à média,2,1,3,2,3,1,1,0,no
322,WY,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,1,2,2,3,2,3,0,no
323,VA,Igual ou superior à média,408,no,no,Inferior à média,1,2,3,3,3,1,2,0,no
324,OR,Igual ou superior à média,415,no,no,Inferior à média,1,3,3,2,3,2,2,1,no
325,VA,Igual ou superior à média,408,no,no,Inferior à média,2,2,1,3,3,3,3,1,no
326,ME,Inferior à média,510,no,yes,Igual ou superior à média,0,2,2,2,1,3,1,0,no
327,AL,Igual ou superior à média,408,no,yes,Igual ou superior à média,0,2,2,1,2,0,2,1,no
328,GA,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,2,3,2,1,2,2,1,no
329,IA,Inferior à média,510,no,no,Inferior à média,2,3,2,1,2,2,3,0,no
331,FL,Igual ou superior à média,510,no,no,Inferior à média,2,2,4,3,1,2,1,0,no
332,MT,Inferior à média,415,no,no,Inferior à média,3,1,3,1,2,2,2,0,yes
334,DE,Igual ou superior à média,510,no,no,Inferior à média,2,2,3,1,2,1,2,1,no
335,MT,Inferior à média,510,no,no,Inferior à média,2,2,1,1,3,2,1,1,no
336,KY,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,2,1,2,1,0,2,1,no
337,SC,Inferior à média,510,no,no,Inferior à média,2,1,3,1,1,2,2,0,no
338,WA,Inferior à média,415,no,no,Inferior à média,2,3,2,2,4,4,1,2,no
339,OR,Inferior à média,510,no,no,Inferior à média,3,2,3,2,2,2,1,0,no
340,AK,Inferior à média,408,no,no,Inferior à média,3,1,2,3,2,2,3,0,no
341,GA,Inferior à média,415,no,no,Inferior à média,3,0,2,1,3,3,2,0,yes
342,MN,Igual ou superior à média,415,no,no,Inferior à média,2,3,3,2,3,4,2,4,no
343,IL,Inferior à média,415,no,yes,Igual ou superior à média,3,2,1,1,2,0,3,2,no
345,SC,Inferior à média,510,no,yes,Igual ou superior à média,2,2,0,2,1,2,3,0,no
346,VA,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,3,1,3,1,3,no
347,WI,Inferior à média,415,no,yes,Igual ou superior à média,2,3,1,2,3,2,3,1,no
348,VT,Igual ou superior à média,510,no,no,Inferior à média,3,3,1,3,2,2,2,4,no
349,AZ,Inferior à média,415,no,yes,Igual ou superior à média,2,3,1,2,1,2,3,1,no
350,FL,Inferior à média,510,no,no,Inferior à média,1,0,0,1,3,1,3,0,yes
351,AK,Inferior à média,510,no,no,Inferior à média,2,2,2,2,2,2,2,3,no
352,AR,Igual ou superior à média,415,yes,yes,Igual ou superior à média,3,1,3,1,3,1,2,1,no
353,AR,Inferior à média,408,no,no,Inferior à média,2,2,2,3,0,1,1,0,no
354,AK,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,1,2,1,3,3,no
355,MS,Inferior à média,408,yes,no,Inferior à média,3,1,2,1,2,2,3,0,yes
356,ME,Inferior à média,415,no,no,Inferior à média,2,2,0,2,2,2,3,0,no
357,CA,Igual ou superior à média,408,yes,no,Inferior à média,3,1,2,1,2,3,2,1,no
358,NM,Igual ou superior à média,408,no,yes,Igual ou superior à média,1,1,2,3,1,2,1,0,no
359,NE,Inferior à média,408,yes,yes,Igual ou superior à média,2,3,2,1,1,2,2,1,no
360,SC,Inferior à média,408,no,yes,Igual ou superior à média,2,2,3,2,2,2,1,1,no
361,CO,Igual ou superior à média,408,yes,no,Inferior à média,3,0,4,3,2,1,2,2,yes
362,DE,Igual ou superior à média,415,no,no,Inferior à média,1,1,2,1,3,2,2,2,no
363,OH,Inferior à média,415,no,yes,Igual ou superior à média,1,3,3,3,2,3,3,1,no
364,MS,Inferior à média,408,no,no,Inferior à média,3,1,0,4,4,4,2,0,no
365,OK,Igual ou superior à média,408,no,no,Inferior à média,2,1,2,3,2,1,2,0,no
367,NC,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,3,1,3,2,0,no
368,MD,Inferior à média,415,no,no,Inferior à média,0,3,3,2,3,2,4,0,no
369,KS,Igual ou superior à média,415,no,no,Inferior à média,1,2,3,4,1,3,1,1,no
370,MA,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,3,1,1,4,0,no
371,NC,Igual ou superior à média,415,no,no,Inferior à média,2,1,2,3,2,1,2,2,no
372,NM,Inferior à média,408,no,no,Inferior à média,2,2,2,2,2,2,2,2,no
373,CA,Igual ou superior à média,415,yes,no,Inferior à média,3,0,1,1,3,2,3,0,yes
374,NY,Inferior à média,415,no,no,Inferior à média,2,2,2,2,1,2,3,0,no
375,AZ,Inferior à média,415,no,no,Inferior à média,2,1,2,2,3,0,2,2,no
376,SD,Inferior à média,415,no,yes,Igual ou superior à média,3,3,2,3,1,1,2,1,no
377,DC,Igual ou superior à média,415,no,no,Inferior à média,2,1,1,3,2,2,2,2,no
379,MO,Inferior à média,415,yes,no,Inferior à média,2,1,3,2,2,2,2,0,yes
380,KS,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,3,3,2,1,1,no
381,SD,Igual ou superior à média,510,no,no,Inferior à média,3,3,2,2,2,0,3,0,no
382,OK,Inferior à média,415,no,no,Inferior à média,2,2,1,2,3,3,3,1,no
383,OR,Igual ou superior à média,415,yes,no,Inferior à média,2,1,1,1,3,2,1,1,no
384,IN,Igual ou superior à média,415,yes,yes,Igual ou superior à média,2,1,4,1,2,3,0,1,no
385,OH,Inferior à média,408,no,no,Inferior à média,2,3,3,2,2,1,1,1,no
386,KS,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,1,2,2,2,2,no
387,CT,Inferior à média,415,no,no,Inferior à média,2,0,3,2,4,2,2,0,no
388,NH,Inferior à média,510,no,no,Inferior à média,3,2,2,1,1,0,1,1,no
389,WI,Inferior à média,415,no,no,Inferior à média,1,2,3,4,1,2,2,0,no
390,MS,Igual ou superior à média,510,no,no,Inferior à média,1,2,3,1,3,2,2,2,no
391,WV,Inferior à média,415,no,no,Inferior à média,2,3,3,2,2,2,2,0,no
392,MA,Inferior à média,415,no,no,Inferior à média,1,3,3,3,2,1,2,0,no
393,MD,Inferior à média,415,no,no,Inferior à média,2,2,2,4,3,3,3,1,no
394,PA,Igual ou superior à média,510,no,no,Inferior à média,3,1,2,2,2,2,2,0,no
395,WI,Inferior à média,510,no,no,Inferior à média,3,1,2,2,1,2,2,0,yes
396,TN,Inferior à média,415,no,yes,Igual ou superior à média,4,1,0,4,0,0,2,1,no
397,TX,Inferior à média,408,no,no,Inferior à média,1,2,2,2,2,4,1,1,no
398,OR,Inferior à média,415,no,no,Inferior à média,3,2,3,2,3,3,0,0,yes
399,IL,Inferior à média,510,no,no,Inferior à média,2,3,1,2,2,3,1,1,no
400,DC,Inferior à média,415,no,no,Inferior à média,2,2,2,1,2,3,2,1,yes
401,GA,Inferior à média,415,no,yes,Igual ou superior à média,1,2,2,2,2,2,3,0,no
402,ID,Inferior à média,415,no,no,Inferior à média,3,3,1,2,3,3,2,0,no
403,UT,Inferior à média,408,no,yes,Igual ou superior à média,2,2,2,2,1,2,2,0,no
404,KY,Igual ou superior à média,510,no,no,Inferior à média,3,3,1,2,1,3,2,2,no
405,OH,Inferior à média,415,no,no,Inferior à média,2,1,3,3,2,2,1,0,no
406,WI,Inferior à média,415,yes,no,Inferior à média,3,2,1,3,2,1,2,1,no
407,IL,Inferior à média,415,no,no,Inferior à média,2,1,1,1,3,2,1,2,no
408,DE,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,3,2,0,1,1,yes
409,RI,Igual ou superior à média,510,yes,no,Inferior à média,1,2,3,1,1,1,2,0,no
410,TX,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,3,1,2,0,1,no
411,OR,Inferior à média,408,no,no,Inferior à média,2,2,1,1,2,2,1,1,no
412,NV,Inferior à média,415,no,no,Inferior à média,1,1,2,2,2,2,2,2,no
413,NE,Inferior à média,415,no,no,Inferior à média,3,1,3,3,1,1,1,0,no
414,MS,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,2,3,1,1,no
415,OR,Inferior à média,415,no,no,Inferior à média,2,1,1,1,2,2,2,0,no
416,DE,Igual ou superior à média,415,no,no,Inferior à média,3,0,3,2,3,1,2,0,yes
418,AZ,Igual ou superior à média,408,no,no,Inferior à média,3,1,2,2,2,2,2,0,no
419,SD,Igual ou superior à média,408,no,yes,Igual ou superior à média,1,1,2,1,3,1,4,2,no
420,NV,Igual ou superior à média,415,no,no,Inferior à média,2,2,4,1,2,2,1,2,no
421,NM,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,3,3,2,3,2,4,no
422,MN,Inferior à média,510,no,no,Inferior à média,3,3,2,2,0,3,4,0,no
423,NJ,Inferior à média,415,no,no,Inferior à média,2,3,3,1,2,1,3,0,no
424,IN,Inferior à média,415,no,yes,Igual ou superior à média,3,3,1,1,3,2,2,0,no
425,DC,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,2,1,3,2,2,2,0,no
426,MA,Igual ou superior à média,510,yes,no,Inferior à média,2,3,2,2,2,3,2,1,no
427,ME,Igual ou superior à média,415,no,no,Inferior à média,1,3,1,2,2,2,3,2,no
428,NH,Inferior à média,415,no,yes,Igual ou superior à média,1,0,2,2,2,3,2,3,no
429,AZ,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,2,2,3,2,1,no
430,OR,Inferior à média,510,no,no,Inferior à média,1,1,3,2,2,4,3,2,no
431,KS,Inferior à média,510,no,no,Inferior à média,3,2,3,2,2,2,3,0,yes
432,NE,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,2,2,2,2,1,no
433,MI,Igual ou superior à média,510,no,no,Inferior à média,3,1,2,2,3,2,3,0,no
434,SC,Inferior à média,415,no,no,Inferior à média,2,2,2,2,1,3,2,1,no
435,PA,Inferior à média,408,no,yes,Igual ou superior à média,4,2,2,2,2,0,2,0,no
436,MT,Inferior à média,510,no,yes,Igual ou superior à média,3,1,1,2,1,2,2,0,no
437,NM,Igual ou superior à média,415,no,no,Inferior à média,2,3,4,2,2,3,1,0,no
438,OH,Inferior à média,510,no,no,Inferior à média,4,1,2,1,2,3,1,1,yes
439,WY,Igual ou superior à média,510,no,no,Inferior à média,2,2,4,2,2,3,3,0,no
440,MI,Inferior à média,415,no,no,Inferior à média,2,2,2,2,2,1,1,0,no
441,AR,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,4,1,2,3,3,3,2,no
442,FL,Inferior à média,408,no,no,Inferior à média,2,2,3,2,1,1,3,1,no
443,AR,Inferior à média,510,no,yes,Igual ou superior à média,1,3,2,1,1,2,1,0,no
444,MO,Igual ou superior à média,510,no,no,Inferior à média,3,3,2,3,1,2,3,1,no
445,WI,Inferior à média,408,yes,no,Inferior à média,2,2,2,3,4,2,2,2,no
446,TX,Inferior à média,510,no,no,Inferior à média,0,2,3,2,2,1,2,2,no
447,TX,Inferior à média,510,no,no,Inferior à média,1,3,3,4,2,2,2,1,no
448,NM,Inferior à média,510,no,no,Inferior à média,4,2,1,3,2,3,1,1,no
449,GA,Inferior à média,415,no,no,Inferior à média,1,3,2,0,0,1,3,0,no
450,ID,Inferior à média,510,no,yes,Igual ou superior à média,3,1,2,3,2,2,1,0,no
451,AL,Inferior à média,408,no,no,Inferior à média,1,2,3,3,2,1,3,1,no
452,KS,Inferior à média,408,no,yes,Igual ou superior à média,3,2,3,2,3,1,2,0,no
453,SD,Inferior à média,510,no,no,Inferior à média,2,3,3,2,3,2,1,0,no
454,LA,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,1,3,1,2,1,3,3,no
455,OH,Inferior à média,408,no,no,Inferior à média,3,3,3,2,2,2,2,0,yes
456,MA,Inferior à média,415,no,no,Inferior à média,3,3,3,2,1,3,3,0,yes
457,AZ,Inferior à média,415,no,no,Inferior à média,1,1,2,1,2,1,2,0,no
458,KY,Inferior à média,408,no,no,Inferior à média,2,2,3,0,1,1,2,2,no
459,DC,Inferior à média,415,no,yes,Igual ou superior à média,2,1,2,3,2,1,1,0,no
460,WA,Igual ou superior à média,415,no,no,Inferior à média,2,3,1,3,1,1,2,0,no
461,UT,Inferior à média,415,no,no,Inferior à média,3,3,2,2,1,2,2,1,no
462,RI,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,3,4,2,2,3,no
463,OH,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,2,0,3,2,2,2,1,no
464,NV,Inferior à média,408,no,no,Inferior à média,1,1,2,1,3,2,1,0,no
465,ND,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,1,2,2,3,2,1,1,no
466,NV,Inferior à média,415,yes,no,Inferior à média,2,3,1,2,2,2,3,0,yes
467,FL,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,2,2,3,3,2,2,1,yes
468,MD,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,1,3,2,2,1,no
470,AL,Inferior à média,510,no,yes,Igual ou superior à média,2,0,3,2,1,3,4,3,no
471,NE,Inferior à média,415,no,no,Inferior à média,3,4,1,1,3,2,2,0,no
472,NV,Inferior à média,408,no,no,Inferior à média,0,3,3,1,2,1,2,2,no
473,IL,Igual ou superior à média,408,no,no,Inferior à média,0,3,1,2,2,0,1,0,no
474,WV,Inferior à média,510,no,yes,Igual ou superior à média,1,0,4,2,1,3,1,1,yes
476,AR,Inferior à média,510,no,no,Inferior à média,2,2,1,0,3,1,2,2,no
477,UT,Inferior à média,510,no,no,Inferior à média,3,2,1,2,2,2,2,1,no
478,GA,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,2,1,3,2,3,1,0,no
479,AZ,Igual ou superior à média,408,no,no,Inferior à média,2,3,1,2,4,3,1,0,no
480,ID,Inferior à média,408,no,no,Inferior à média,2,2,1,2,3,2,2,1,no
481,HI,Igual ou superior à média,408,no,no,Inferior à média,2,2,3,0,1,2,2,2,no
482,NV,Igual ou superior à média,408,no,no,Inferior à média,2,3,2,2,3,2,1,0,no
483,MD,Inferior à média,415,no,no,Inferior à média,2,3,2,0,3,2,1,1,no
485,GA,Inferior à média,510,no,no,Inferior à média,3,3,3,2,2,1,2,0,no
486,UT,Inferior à média,415,no,yes,Igual ou superior à média,2,2,1,3,1,1,1,0,no
487,MA,Igual ou superior à média,510,yes,no,Inferior à média,3,2,2,3,1,2,3,0,no
488,IN,Inferior à média,415,no,no,Inferior à média,2,2,4,4,3,2,2,0,no
490,IA,Igual ou superior à média,415,no,no,Inferior à média,2,3,2,2,2,1,3,1,no
491,IN,Inferior à média,415,no,no,Inferior à média,2,3,3,3,3,3,3,2,no
492,AL,Inferior à média,415,yes,no,Inferior à média,2,2,3,2,2,2,3,2,yes
493,ME,Inferior à média,415,yes,no,Inferior à média,1,3,3,3,3,2,2,0,yes
495,MD,Inferior à média,408,no,no,Inferior à média,4,2,1,3,3,3,1,1,no
496,FL,Igual ou superior à média,415,yes,no,Inferior à média,2,3,2,0,2,3,2,3,no
497,CA,Inferior à média,415,no,yes,Igual ou superior à média,2,3,2,2,1,1,1,1,no
498,AL,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,1,2,3,3,0,no
499,ME,Inferior à média,408,yes,no,Inferior à média,3,0,0,3,2,0,2,1,yes
500,WV,Inferior à média,415,no,no,Inferior à média,2,2,3,2,0,2,1,0,no
501,SD,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,2,2,2,3,2,3,2,no
502,FL,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,2,2,2,3,3,1,1,no
503,MI,Inferior à média,415,yes,no,Inferior à média,3,0,2,3,2,2,4,1,yes
504,MI,Igual ou superior à média,415,yes,yes,Igual ou superior à média,3,4,1,2,3,1,2,0,no
506,AK,Inferior à média,415,no,no,Inferior à média,2,1,1,1,3,1,2,1,no
507,OH,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,1,3,0,2,3,2,1,no
508,MO,Inferior à média,415,no,no,Inferior à média,2,3,4,1,3,3,1,0,yes
509,KS,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,1,2,3,3,4,2,1,no
510,MS,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,2,3,1,2,2,1,yes
511,VT,Igual ou superior à média,408,no,yes,Igual ou superior à média,1,2,2,1,2,3,3,0,no
512,NE,Inferior à média,415,no,no,Inferior à média,2,2,3,2,1,1,3,3,no
513,VA,Inferior à média,408,no,no,Inferior à média,2,2,2,2,3,2,2,3,no
514,DE,Inferior à média,415,no,yes,Igual ou superior à média,3,1,2,1,2,2,1,0,no
516,ID,Igual ou superior à média,510,no,yes,Igual ou superior à média,1,4,2,1,1,1,4,1,no
517,MS,Inferior à média,510,no,no,Inferior à média,1,2,4,1,2,3,1,0,no
518,OK,Inferior à média,408,no,no,Inferior à média,3,1,1,4,1,3,2,1,no
519,NM,Inferior à média,415,no,no,Inferior à média,2,2,2,2,1,2,3,0,no
520,WI,Inferior à média,408,no,no,Inferior à média,2,2,1,2,1,2,2,0,no
521,WV,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,2,1,2,2,0,no
522,SC,Inferior à média,510,no,no,Inferior à média,0,1,1,1,3,1,1,0,yes
524,MO,Inferior à média,408,no,no,Inferior à média,0,2,1,1,1,2,2,2,no
525,IL,Inferior à média,510,no,no,Inferior à média,3,2,2,2,0,4,3,2,no
526,OK,Igual ou superior à média,408,no,no,Inferior à média,0,3,1,2,1,2,2,3,no
527,MI,Inferior à média,510,no,no,Inferior à média,3,1,2,2,2,3,3,0,no
528,NJ,Inferior à média,415,no,yes,Igual ou superior à média,0,3,1,2,3,2,3,2,no
529,ID,Inferior à média,415,no,no,Inferior à média,1,3,1,4,2,1,2,1,no
530,DC,Inferior à média,510,yes,no,Inferior à média,0,2,4,3,2,2,3,3,no
531,NY,Inferior à média,415,no,yes,Igual ou superior à média,2,1,2,2,3,1,1,1,no
532,AL,Inferior à média,415,no,no,Inferior à média,2,2,2,2,3,1,1,0,no
533,OR,Inferior à média,415,no,yes,Igual ou superior à média,3,0,3,2,2,1,2,1,no
535,LA,Inferior à média,510,no,no,Inferior à média,4,2,0,3,3,2,2,4,no
536,NE,Igual ou superior à média,408,no,no,Inferior à média,0,2,3,4,2,1,4,0,no
537,TX,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,1,1,2,2,2,3,2,no
538,UT,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,2,2,1,2,1,0,no
539,OR,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,2,2,3,3,3,no
540,NY,Inferior à média,408,no,no,Inferior à média,1,3,2,3,2,2,2,0,no
541,AL,Inferior à média,408,no,yes,Igual ou superior à média,1,2,1,2,1,1,1,0,no
542,RI,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,1,1,0,1,3,1,0,no
544,NC,Inferior à média,415,no,no,Inferior à média,3,2,2,3,2,2,0,2,no
545,MD,Inferior à média,510,no,yes,Igual ou superior à média,1,2,3,3,0,2,3,3,no
546,RI,Inferior à média,510,no,yes,Igual ou superior à média,1,2,3,2,3,3,3,0,no
547,WI,Inferior à média,510,yes,no,Inferior à média,4,2,3,2,1,3,1,4,yes
548,VT,Inferior à média,510,yes,yes,Igual ou superior à média,1,2,2,0,1,1,2,3,yes
549,CT,Inferior à média,415,no,yes,Igual ou superior à média,1,0,3,2,3,3,1,0,no
550,OK,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,0,2,3,2,1,2,1,no
551,AK,Igual ou superior à média,415,no,no,Inferior à média,2,0,2,2,1,2,1,0,yes
552,NY,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,1,3,2,0,no
553,GA,Inferior à média,510,no,no,Inferior à média,4,2,3,2,2,2,2,1,yes
554,UT,Inferior à média,510,yes,no,Inferior à média,0,2,2,4,0,2,2,2,no
555,NM,Inferior à média,415,no,no,Inferior à média,2,1,3,2,1,2,3,2,no
556,NE,Inferior à média,415,no,yes,Igual ou superior à média,2,1,1,2,2,1,3,0,no
557,NJ,Igual ou superior à média,408,no,no,Inferior à média,2,1,4,2,2,3,3,1,no
558,TX,Inferior à média,408,no,yes,Igual ou superior à média,2,2,2,2,3,2,2,0,no
559,MT,Inferior à média,408,no,no,Inferior à média,2,2,3,2,3,3,1,1,yes
560,CO,Igual ou superior à média,415,no,no,Inferior à média,1,2,1,2,4,3,1,2,no
561,VT,Inferior à média,415,no,no,Inferior à média,2,2,3,2,3,1,2,0,no
562,RI,Inferior à média,408,no,yes,Igual ou superior à média,2,2,4,1,2,3,1,2,no
563,WY,Inferior à média,408,no,yes,Igual ou superior à média,2,1,3,3,2,2,2,1,no
564,ID,Inferior à média,415,no,no,Inferior à média,2,2,0,2,2,1,2,1,no
565,CT,Inferior à média,415,no,yes,Igual ou superior à média,3,2,3,1,2,3,1,0,no
566,ME,Inferior à média,510,no,no,Inferior à média,3,1,2,2,1,2,0,1,no
567,AZ,Inferior à média,510,no,yes,Igual ou superior à média,1,2,3,2,3,2,2,1,no
568,MD,Inferior à média,510,yes,no,Inferior à média,3,1,2,3,1,2,0,2,no
569,IN,Igual ou superior à média,510,no,no,Inferior à média,4,1,1,2,1,1,2,2,no
570,NC,Igual ou superior à média,408,yes,yes,Igual ou superior à média,3,4,3,2,1,2,4,1,yes
571,DE,Inferior à média,510,no,no,Inferior à média,2,2,2,1,2,3,2,0,no
572,MN,Igual ou superior à média,415,no,yes,Igual ou superior à média,0,2,2,3,4,2,3,0,no
573,WI,Inferior à média,415,yes,no,Inferior à média,0,2,3,1,1,2,2,0,no
574,FL,Inferior à média,408,no,yes,Igual ou superior à média,3,1,3,2,1,3,2,0,no
575,WV,Inferior à média,510,no,no,Inferior à média,3,3,3,1,3,1,2,1,yes
576,SD,Igual ou superior à média,415,no,yes,Igual ou superior à média,4,2,2,2,2,2,3,0,no
577,FL,Inferior à média,415,no,no,Inferior à média,2,1,2,3,2,1,3,2,no
578,OR,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,2,1,3,2,1,no
579,CO,Inferior à média,408,no,yes,Igual ou superior à média,2,1,2,2,1,3,1,0,no
580,CT,Inferior à média,408,no,yes,Igual ou superior à média,2,2,4,1,2,3,4,1,no
581,IN,Igual ou superior à média,415,no,no,Inferior à média,2,4,4,3,3,3,1,0,yes
582,PA,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,1,2,3,1,2,2,0,no
583,NM,Igual ou superior à média,415,no,no,Inferior à média,2,2,1,2,1,3,2,3,no
